"Avibase.ID","spname","Species","gbif_dwnld_date","gbif_TaxonKey","maxrecords_in_gbif","maxrecords_PRESENT_only","comments","gbif_dwnld_type","cleaned_records","maxTtol_K0.1","minTtol_K0.1","maxTtol_celcius","minTtol_celcius"
"AVIBASE-B1F0CC82","Poecile atricapillus","Poecile atricapillus","9/29/2022",2487805,11915794,11915647,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487805&occurrence_status=present","manual",5175609,3130,2426.4,39.85,-30.51
"AVIBASE-F941AAD3","Poecile carolinensis","Poecile carolinensis","9/29/2022",2487844,5399545,5399507,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487844&occurrence_status=present","manual",2461572,3098.8,2629.6,36.73,-10.19
"AVIBASE-DE0971C1","Poecile gambeli","Poecile gambeli","9/29/2022",2487825,918400,917781,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487825&occurrence_status=present","manual",725146,3166,2483.6,43.45,-24.79
"AVIBASE-68887DE7","Poecile hudsonicus","Poecile hudsonicus","9/29/2022",2487793,202048,202014,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487793&occurrence_status=present","manual",173606,3033.4,2403.6,30.1900000000001,-32.79
"AVIBASE-FF592882","Poecile rufescens","Poecile rufescens","9/29/2022",2487783,1308993,1308919,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487783&occurrence_status=present","manual",515045,3102.8,2538.2,37.1300000000001,-19.33
"AVIBASE-A15C5071","Polioptila caerulea","Polioptila caerulea","9/29/2022",2487596,3467961,3467794,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487596&occurrence_status=present","manual",1706983,3180.8,2502.8,44.9300000000001,-22.8699999999999
"AVIBASE-C05CE29C","Polioptila melanura","Polioptila melanura","9/30/2022",2487586,183770,183704,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487586&occurrence_status=present","manual",159084,3167,2648.6,43.55,-8.28999999999996
"AVIBASE-3647E146","Pooecetes gramineus","Pooecetes gramineus","9/30/2022",2491728,638935,638815,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491728&occurrence_status=present","manual",246798,3177.8,2457,44.6300000000001,-27.45
"AVIBASE-2CC21529","Porzana carolina","Porzana carolina","9/30/2022",2474639,649123,649045,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2474639&occurrence_status=present","manual",219663,3179.2,2426,44.77,-30.55
"AVIBASE-ACB9D1C6","Progne subis","Progne subis","9/30/2022",2489129,1382221,1382170,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489129&occurrence_status=present","manual",622228,3165.8,2506.4,43.4300000000001,-22.51
"AVIBASE-4D08EE7E","Protonotaria citrea","Protonotaria citrea","9/30/2022",2489871,406082,406040,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489871&occurrence_status=present","manual",267734,3168.8,2534.2,43.73,-19.73
"AVIBASE-26530C86","Prunella modularis","Prunella modularis","9/30/2022",5231763,2454347,2443622,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231763&occurrence_status=present","manual",810139,3137.4,2498.2,40.59,-23.33
"AVIBASE-AE37ED4D","Psaltriparus minimus","Psaltriparus minimus","9/30/2022",2494988,1636445,1636094,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494988&occurrence_status=present","manual",734130,3169.4,2534.8,43.79,-19.67
"AVIBASE-1456993D","Pyrocephalus rubinus","Pyrocephalus rubinus","9/30/2022",2483647,659931,659895,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2483647&occurrence_status=present","manual",433386,3181.8,2570.2,45.03,-16.13
"AVIBASE-EF47E15D","Quiscalus major","Quiscalus major","9/30/2022",2484133,972092,972043,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484133&occurrence_status=present","manual",313890,3097.6,2672.4,36.61,-5.90999999999997
"AVIBASE-5CBA3391","Quiscalus mexicanus","Quiscalus mexicanus","9/30/2022",9476062,2305754,2305625,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9476062&occurrence_status=present","manual",1051008,3183,2536.4,45.15,-19.51
"AVIBASE-8BBB3255","Quiscalus quiscula","Quiscalus quiscula","9/30/2022",2484155,7874720,7874606,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484155&occurrence_status=present","manual",3591579,3155.8,2426.6,42.4300000000001,-30.49
"AVIBASE-E893F98D","Rallus crepitans","Rallus crepitans","9/30/2022",7751637,260947,260465,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7751637&occurrence_status=present","manual",62036,3076.4,2624.8,34.49,-10.67
"AVIBASE-4880DC55","Rallus limicola","Rallus limicola","9/30/2022",2474825,460189,460121,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2474825&occurrence_status=present","manual",417126,3178.6,2497.6,44.71,-23.39
"AVIBASE-8EB0C1FA","Recurvirostra americana","Recurvirostra americana","9/30/2022",2480258,755058,755006,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480258&occurrence_status=present","manual",684447,3183,2458.4,45.15,-27.31
"AVIBASE-B60B1166","Regulus calendula","Regulus calendula","9/30/2022",2484597,4711435,4711151,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484597&occurrence_status=present","manual",2102647,3183,2401.2,45.15,-33.03
"AVIBASE-154BCCAE","Regulus satrapa","Regulus satrapa","10/3/2022",2484591,2221810,2221460,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484591&occurrence_status=present","manual",1125761,3170.2,2449.6,43.87,-28.19
"AVIBASE-61E5A0E3","Rhynchophanes mccownii","Rhynchophanes mccownii","9/24/2022",6093927,21197,21182,NA,"code",20094,3161.6,2488.2,43.01,-24.33
"AVIBASE-94A1C447","Riparia riparia","Riparia riparia","9/30/2022",2489160,1664042,1662203,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489160&occurrence_status=present","manual",732721,3198.6,2327.4,46.71,-40.41
"AVIBASE-FB4D08F0","Rissa tridactyla","Rissa tridactyla","9/30/2022",2481205,603189,600300,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481205&occurrence_status=present","manual",80813,3167.4,2363.8,43.59,-36.77
"AVIBASE-88AB027C","Rynchops niger","Rynchops niger","9/30/2022",2481209,405603,405029,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481209&occurrence_status=present","manual",102677,3160,2567.8,42.85,-16.3699999999999
"AVIBASE-76DF73A9","Salpinctes obsoletus","Salpinctes obsoletus","9/30/2022",5231483,340053,339959,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231483&occurrence_status=present","manual",295736,3183,2469.8,45.15,-26.17
"AVIBASE-B182DED2","Sayornis nigricans","Sayornis nigricans","9/30/2022",2483612,2378202,2378146,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2483612&occurrence_status=present","manual",333619,3180,2579.6,44.85,-15.19
"AVIBASE-62CA2AF8","Sayornis phoebe","Sayornis phoebe","9/30/2022",2483606,4634124,4634072,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2483606&occurrence_status=present","manual",2538334,3166.6,2427.8,43.51,-30.3699999999999
"AVIBASE-28669A3D","Sayornis saya","Sayornis saya","9/30/2022",2483607,1154296,1154230,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2483607&occurrence_status=present","manual",618958,3183,2398.6,45.15,-33.29
"AVIBASE-F4829920","Scolopax minor","Scolopax minor","9/30/2022",2481695,285440,285395,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481695&occurrence_status=present","manual",146538,3122.6,2489.6,39.11,-24.19
"AVIBASE-CEA5B6AA","Seiurus aurocapilla","Seiurus aurocapilla","9/30/2022",2489590,1797262,1797118,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489590&occurrence_status=present","manual",818021,3172,2427.2,44.05,-30.43
"AVIBASE-5816834E","Selasphorus calliope","Selasphorus calliope","9/30/2022",7597244,129751,129733,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7597244&occurrence_status=present","manual",54932,3165.8,2512.6,43.4300000000001,-21.89
"AVIBASE-AFBD5A5F","Selasphorus platycercus","Selasphorus platycercus","9/30/2022",2476844,391453,391382,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2476844&occurrence_status=present","manual",156867,3157.8,2497,42.6300000000001,-23.45
"AVIBASE-1E1B6D19","Selasphorus rufus","Selasphorus rufus","9/30/2022",2476855,650416,650315,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2476855&occurrence_status=present","manual",307123,3170.2,2465.6,43.87,-26.59
"AVIBASE-C25794D5","Selasphorus sasin","Selasphorus sasin","9/30/2022",2476852,438151,438138,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2476852&occurrence_status=present","manual",121917,3143.2,2638,41.17,-9.34999999999997
"AVIBASE-41062654","Setophaga americana","Setophaga americana","9/30/2022",6093345,1847271,1847229,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093345&occurrence_status=present","manual",690433,3170.2,2496.4,43.87,-23.51
"AVIBASE-67B455A7","Setophaga caerulescens","Setophaga caerulescens","9/30/2022",7341828,802118,802074,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341828&occurrence_status=present","manual",636996,3174,2484.4,44.25,-24.71
"AVIBASE-10C601D3","Setophaga castanea","Setophaga castanea","9/30/2022",6093202,415815,415771,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093202&occurrence_status=present","manual",345802,3164.4,2440.6,43.29,-29.09
"AVIBASE-D00EC2C9","Setophaga cerulea","Setophaga cerulea","9/30/2022",6093350,136567,136551,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093350&occurrence_status=present","manual",106390,3106.8,2557.6,37.53,-17.39
"AVIBASE-15EB3000","Setophaga citrina","Setophaga citrina","9/30/2022",6093374,572096,572038,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093374&occurrence_status=present","manual",307890,3167,2534.8,43.55,-19.67
"AVIBASE-BC5A9498","Setophaga coronata","Setophaga coronata","9/30/2022",7341805,7707368,7707230,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341805&occurrence_status=present","manual",3347856,3183,2391,45.15,-34.05
"AVIBASE-E36325FA","Setophaga discolor","Setophaga discolor","9/30/2022",7341789,578726,578282,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341789&occurrence_status=present","manual",244049,3156,2546,42.45,-18.55
"AVIBASE-136451CF","Setophaga dominica","Setophaga dominica","9/30/2022",7341800,605052,605030,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341800&occurrence_status=present","manual",284019,3162.6,2524.4,43.11,-20.71
"AVIBASE-4168AF09","Setophaga fusca","Setophaga fusca","9/30/2022",6093199,746928,746873,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093199&occurrence_status=present","manual",226563,3142.6,2463.6,41.11,-26.79
"AVIBASE-946DCF53","Setophaga graciae","Setophaga graciae","9/24/2022",7341776,76623,76496,NA,"code",74258,3142.4,2558.4,41.09,-17.31
"AVIBASE-1E82CE1E","Setophaga magnolia","Setophaga magnolia","9/30/2022",6093209,1280105,1280023,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093209&occurrence_status=present","manual",402853,3165.4,2434.8,43.39,-29.67
"AVIBASE-6B7A93C5","Setophaga nigrescens","Setophaga nigrescens","9/30/2022",7341770,387885,387714,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341770&occurrence_status=present","manual",83312,3174.6,2532.4,44.31,-19.91
"AVIBASE-0EB07C12","Setophaga occidentalis","Setophaga occidentalis","9/30/2022",6092644,147404,147369,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092644&occurrence_status=present","manual",113633,3165.8,2567,43.4300000000001,-16.45
"AVIBASE-4AAEF549","Setophaga palmarum","Setophaga palmarum","9/30/2022",7341822,1802193,1801736,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341822&occurrence_status=present","manual",945918,3172.8,2422.8,44.1300000000001,-30.8699999999999
"AVIBASE-7AB1229B","Setophaga pensylvanica","Setophaga pensylvanica","9/30/2022",6092942,1238082,1238016,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092942&occurrence_status=present","manual",561022,3165.8,2450.8,43.4300000000001,-28.07
"AVIBASE-A6C0C4A9","Setophaga petechia","Setophaga petechia","9/30/2022",7341834,4353769,4353049,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341834&occurrence_status=present","manual",1943374,3179.8,2385.2,44.83,-34.63
"AVIBASE-6283E61E","Setophaga pinus","Setophaga pinus","9/30/2022",7341816,1823843,1823816,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341816&occurrence_status=present","manual",823302,3148.4,2505.8,41.6900000000001,-22.57
"AVIBASE-BED38F50","Setophaga ruticilla","Setophaga ruticilla","9/30/2022",2489985,2530451,2530332,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489985&occurrence_status=present","manual",1206564,3170.2,2434,43.87,-29.75
"AVIBASE-544A5E6B","Setophaga striata","Setophaga striata","9/30/2022",6092935,724781,724686,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092935&occurrence_status=present","manual",138411,3167.8,2392.2,43.6300000000001,-33.93
"AVIBASE-DB20CB6B","Setophaga tigrina","Setophaga tigrina","9/30/2022",6093357,435397,435373,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093357&occurrence_status=present","manual",89468,3153,2448.8,42.15,-28.27
"AVIBASE-F6C6C3F7","Setophaga townsendi","Setophaga townsendi","9/30/2022",6092651,601085,600974,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092651&occurrence_status=present","manual",143297,3170.2,2447.8,43.87,-28.3699999999999
"AVIBASE-9FFEDE99","Setophaga virens","Setophaga virens","9/30/2022",6092631,1406154,1406091,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092631&occurrence_status=present","manual",714666,3159.8,2476.4,42.83,-25.51
"AVIBASE-97B870B4","Sialia currucoides","Sialia currucoides","9/30/2022",2490935,380949,380825,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490935&occurrence_status=present","manual",342173,3183,2428.8,45.15,-30.27
"AVIBASE-AC2B812A","Sialia mexicana","Sialia mexicana","9/30/2022",2490936,1018548,1018446,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490936&occurrence_status=present","manual",984741,3180.6,2509,44.91,-22.25
"AVIBASE-A8347C7D","Sialia sialis","Sialia sialis","9/30/2022",2490941,4893981,4893906,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490941&occurrence_status=present","manual",2450264,3136.2,2495.2,40.47,-23.63
"AVIBASE-0716A71C","Sitta canadensis","Sitta canadensis","9/30/2022",2484879,3792319,3791959,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484879&occurrence_status=present","manual",1765880,3167.8,2438.4,43.6300000000001,-29.31
"AVIBASE-19CCBBD2","Sitta carolinensis","Sitta carolinensis","9/30/2022",2484892,8983078,8982803,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484892&occurrence_status=present","manual",5046259,3150,2485.6,41.85,-24.59
"AVIBASE-AD7F307B","Sitta pusilla","Sitta pusilla","9/30/2022",2484904,658278,658266,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484904&occurrence_status=present","manual",521882,3079,2654.6,34.75,-7.69
"AVIBASE-BD0914CB","Sitta pygmaea","Sitta pygmaea","9/30/2022",2484907,475401,475153,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484907&occurrence_status=present","manual",299255,3139.6,2500.8,40.81,-23.07
"AVIBASE-B77377EE","Somateria mollissima","Somateria mollissima","9/30/2022",2498352,1926593,1923001,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498352&occurrence_status=present","manual",230905,3054.6,2352.2,32.31,-37.93
"AVIBASE-ED4CE8E7","Spatula clypeata","Spatula clypeata","9/30/2022",8332393,3953797,3953217,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8332393&occurrence_status=present","manual",1824634,3197.8,2348.8,46.6300000000001,-38.27
"AVIBASE-0E599E6C","Spatula cyanoptera","Spatula cyanoptera","9/30/2022",9345027,767651,767624,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9345027&occurrence_status=present","manual",147847,3183,2516.2,45.15,-21.53
"AVIBASE-90E2543E","Spatula discors","Spatula discors","9/30/2022",9422220,1963792,1963757,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9422220&occurrence_status=present","manual",847937,3174.8,2412.2,44.33,-31.93
"AVIBASE-20F4B01D","Sphyrapicus nuchalis","Sphyrapicus nuchalis","9/30/2022",9406038,183365,183275,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9406038&occurrence_status=present","manual",180657,3183,2488.6,45.15,-24.29
"AVIBASE-52F63879","Sphyrapicus ruber","Sphyrapicus ruber","9/30/2022",2478597,309866,309808,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2478597&occurrence_status=present","manual",283686,3174.2,2502.6,44.27,-22.89
"AVIBASE-28A4DA76","Sphyrapicus thyroideus","Sphyrapicus thyroideus","9/24/2022",2478602,61693,61629,NA,"code",60263,3153.8,2500,42.23,-23.15
"AVIBASE-9BE68BD3","Sphyrapicus varius","Sphyrapicus varius","9/30/2022",2478605,1749393,1749314,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2478605&occurrence_status=present","manual",1007259,3169.6,2436.4,43.81,-29.51
"AVIBASE-C27D9E26","Spinus lawrencei","Spinus lawrencei","9/24/2022",5231643,77971,77958,NA,"code",75988,3166.6,2615.2,43.51,-11.63
"AVIBASE-B48335B1","Spinus pinus","Spinus pinus","9/30/2022",5231635,2512026,2511830,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231635&occurrence_status=present","manual",1116122,3174.2,2415,44.27,-31.65
"AVIBASE-CD5C21CA","Spinus psaltria","Spinus psaltria","9/30/2022",5231647,2561441,2561336,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231647&occurrence_status=present","manual",1232437,3181.8,2516.8,45.03,-21.47
"AVIBASE-592E58CE","Spiza americana","Spiza americana","9/30/2022",2490363,453328,453267,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490363&occurrence_status=present","manual",251637,3168.2,2523.4,43.67,-20.81
"AVIBASE-ECC32BD0","Spizella atrogularis","Spizella atrogularis","9/24/2022",2492104,41811,41765,NA,"code",40619,3163,2591.2,43.15,-14.03
"AVIBASE-29967541","Spizella breweri","Spizella breweri","9/30/2022",2492099,243613,243507,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492099&occurrence_status=present","manual",79723,3180.8,2479,44.9300000000001,-25.25
"AVIBASE-486265CF","Spizella pallida","Spizella pallida","9/30/2022",2492101,399376,399346,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492101&occurrence_status=present","manual",309577,3170.2,2407,43.87,-32.45
"AVIBASE-37E9CCDA","Spizella passerina","Spizella passerina","9/30/2022",2492109,5734091,5733742,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492109&occurrence_status=present","manual",2800313,3180.8,2396.2,44.9300000000001,-33.53
"AVIBASE-E23F6DE0","Spizella pusilla","Spizella pusilla","9/30/2022",2492096,1972618,1972593,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492096&occurrence_status=present","manual",957453,3110,2502.4,37.85,-22.91
"AVIBASE-2A86F9C9","Spizelloides arborea","Spizelloides arborea","9/30/2022",7357320,1566847,1566796,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7357320&occurrence_status=present","manual",750685,3168.2,2370.8,43.67,-36.07
"AVIBASE-259B5E46","Stelgidopteryx serripennis","Stelgidopteryx serripennis","9/30/2022",2489202,2145704,2145658,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489202&occurrence_status=present","manual",945272,3183,2493.4,45.15,-23.81
"AVIBASE-1D446440","Stercorarius longicaudus","Stercorarius longicaudus","9/24/2022",2481613,99189,96350,NA,"code",47598,3180.8,2330,44.9300000000001,-40.15
"AVIBASE-526978C4","Sterna bergii","Sterna bergii","9/24/2022",5229248,22802,22778,NA,"code",10002,3059.4,2741,32.79,0.950000000000045
"AVIBASE-D13B9122","Sterna forsteri","Sterna forsteri","9/30/2022",5229247,1160217,1160183,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229247&occurrence_status=present","manual",541083,3170.2,2508.2,43.87,-22.33
"AVIBASE-4D2FF6F1","Sterna hirundo","Sterna hirundo","9/30/2022",9367409,1878326,1871530,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9367409&occurrence_status=present","manual",482329,3199,2313.2,46.75,-41.83
"AVIBASE-BDC5CF80","Sterna paradisaea","Sterna paradisaea","9/30/2022",5229230,597619,593540,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229230&occurrence_status=present","manual",206527,3173.2,2333,44.17,-39.85
"AVIBASE-F7504353","Sterna sandvicensis","Sterna sandvicensis","9/24/2022",5229223,53840,51325,NA,"code",19782,3140.8,2659.4,40.9300000000001,-7.20999999999998
"AVIBASE-BE78E765","Sternula antillarum","Sternula antillarum","10/1/2022",5789285,441993,441914,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789285&occurrence_status=present","manual",218093,3163.6,2544,43.21,-18.75
"AVIBASE-0C1EFC9B","Streptopelia decaocto","Streptopelia decaocto","10/3/2022",2495696,5431814,5415476,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495696&occurrence_status=present","manual",2518139,3199,2431.4,46.75,-30.01
"AVIBASE-BDBB04D5","Strix varia","Strix varia","10/1/2022",2497541,815794,815800,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2497541&occurrence_status=present","manual",408988,3103,2461.6,37.15,-26.99
"AVIBASE-27410227","Sturnella magna","Sturnella magna","10/1/2022",2484254,1651629,1651576,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484254&occurrence_status=present","manual",801856,3148.8,2516,41.73,-21.55
"AVIBASE-4A5B4883","Sturnella magna / neglecta","Sturnella neglecta","10/1/2022",9596413,1565966,1565924,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9596413&occurrence_status=present","manual",906357,3183,2453.4,45.15,-27.81
"AVIBASE-94A44032","Sturnus vulgaris","Sturnus vulgaris","10/1/2022",9809229,17977036,17950946,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9809229&occurrence_status=present","manual",7804243,3198,2317.2,46.65,-41.43
"AVIBASE-61F9065B","Sylvia atricapilla","Sylvia atricapilla","10/1/2022",2492956,3879767,3874682,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492956&occurrence_status=present","manual",1566771,3198.2,2485.4,46.67,-24.61
"AVIBASE-A6A4FC63","Sylvia borin","Sylvia borin","10/1/2022",2492942,1176957,1177948,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492942&occurrence_status=present","manual",396903,3192.6,2502.4,46.11,-22.91
"AVIBASE-14AFBA82","Sylvia communis","Sylvia communis","10/1/2022",2492943,1433616,1426739,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492943&occurrence_status=present","manual",434349,3196.6,2420.2,46.51,-31.13
"AVIBASE-BBA2F9DF","Tachycineta bicolor","Tachycineta bicolor","10/1/2022",2489181,5510698,5510591,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489181&occurrence_status=present","manual",2442650,3182.4,2402.4,45.09,-32.91
"AVIBASE-75DC49AD","Tachycineta thalassina","Tachycineta thalassina","10/1/2022",5230754,1167413,1167351,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5230754&occurrence_status=present","manual",808622,3180.6,2408.8,44.91,-32.27
"AVIBASE-719935EF","Thalasseus maximus","Thalasseus maximus","10/1/2022",5789281,876747,876208,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789281&occurrence_status=present","manual",378409,3144.8,2588.2,41.33,-14.33
"AVIBASE-603194D3","Thryomanes bewickii","Thryomanes bewickii","10/1/2022",2493843,2088615,2088584,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493843&occurrence_status=present","manual",1147954,3183,2545,45.15,-18.65
"AVIBASE-0B70AD86","Thryothorus ludovicianus","Thryothorus ludovicianus","10/1/2022",2493801,7635694,7635710,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493801&occurrence_status=present","manual",3647740,3111.4,2533.8,37.99,-19.77
"AVIBASE-E866F8FA","Toxostoma bendirei","Toxostoma bendirei","9/24/2022",5231697,15283,15274,NA,"code",14392,3167.8,2614.2,43.6300000000001,-11.73
"AVIBASE-F4EE41F5","Toxostoma crissale","Toxostoma crissale","9/24/2022",5231693,67991,67964,NA,"code",66539,3170.6,2635.6,43.91,-9.58999999999997
