"Avibase.ID","spname","Species","gbif_dwnld_date","gbif_TaxonKey","maxrecords_in_gbif","maxrecords_PRESENT_only","comments","gbif_dwnld_type","cleaned_records","maxTtol_K0.1","minTtol_K0.1","maxTtol_celcius","minTtol_celcius"
"AVIBASE-033B53E6","Toxostoma curvirostre","Toxostoma curvirostre","10/1/2022",5231688,548905,548903,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231688&occurrence_status=present","manual",294645,3160,2546.8,42.85,-18.47
"AVIBASE-6DF504ED","Toxostoma lecontei","Toxostoma lecontei","9/24/2022",5231703,14323,14310,NA,"code",13261,3171.6,2672.4,44.01,-5.90999999999997
"AVIBASE-6CB9F53A","Toxostoma longirostre","Toxostoma longirostre","10/1/2022",5231710,131654,131652,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231710&occurrence_status=present","manual",10825,3106,2697,37.45,-3.44999999999999
"AVIBASE-20748450","Toxostoma redivivum","Toxostoma redivivum","10/1/2022",5231713,241773,241791,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231713&occurrence_status=present","manual",24088,3132.4,2665.6,40.09,-6.58999999999997
"AVIBASE-C8F9F2D0","Toxostoma rufum","Toxostoma rufum","10/1/2022",9479809,2349248,2349225,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9479809&occurrence_status=present","manual",1360753,3169,2444,43.75,-28.75
"AVIBASE-2C7A2673","Tringa flavipes","Tringa flavipes","10/1/2022",2481721,1447414,1446817,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481721&occurrence_status=present","manual",524900,3167.8,2380,43.6300000000001,-35.15
"AVIBASE-6EB81C98","Tringa melanoleuca","Tringa melanoleuca","10/1/2022",2481720,2187839,2187466,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481720&occurrence_status=present","manual",1231141,3179.2,2407.4,44.77,-32.41
"AVIBASE-E7A14E91","Tringa semipalmata","Tringa semipalmata","10/1/2022",5789298,1351572,1351143,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789298&occurrence_status=present","manual",521695,3174,2479.2,44.25,-25.23
"AVIBASE-D4A73324","Tringa solitaria","Tringa solitaria","10/1/2022",2481710,749662,749615,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481710&occurrence_status=present","manual",491248,3166.6,2399.2,43.51,-33.23
"AVIBASE-A381417F","Troglodytes aedon","Troglodytes aedon","10/1/2022",5231459,4977052,4976676,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231459&occurrence_status=present","manual",2586907,3177.8,2477.2,44.6300000000001,-25.43
"AVIBASE-C757BD95","Troglodytes hiemalis","Troglodytes hiemalis","10/1/2022",7340825,756164,756160,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7340825&occurrence_status=present","manual",357668,3163.4,2442.4,43.1900000000001,-28.91
"AVIBASE-CF5B7A9D","Troglodytes pacificus","Troglodytes pacificus","10/1/2022",9533566,558892,558822,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9533566&occurrence_status=present","manual",125502,3165.4,2492.6,43.39,-23.89
"AVIBASE-AF700208","Troglodytes troglodytes","Troglodytes troglodytes","10/1/2022",5231438,3374982,3359618,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231438&occurrence_status=present","manual",1229112,3170,2406.6,43.85,-32.49
"AVIBASE-A8A85BCF","Turdus iliacus","Turdus iliacus","10/1/2022",2490781,1439478,1418766,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490781&occurrence_status=present","manual",403607,3181.2,2339.6,44.97,-39.19
"AVIBASE-88BB4F2A","Turdus merula","Turdus merula","10/1/2022",2490719,7639354,7628137,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490719&occurrence_status=present","manual",3486380,3197.2,2460,46.57,-27.15
"AVIBASE-7738F2BC","Turdus migratorius","Turdus migratorius","10/1/2022",9510564,18211466,18211231,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9510564&occurrence_status=present","manual",7797442,3183,2370.2,45.15,-36.13
"AVIBASE-D929EB21","Turdus philomelos","Turdus philomelos","10/1/2022",7901064,2796187,2775265,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7901064&occurrence_status=present","manual",1179664,3197.6,2439.4,46.61,-29.21
"AVIBASE-D120D5A0","Turdus pilaris","Turdus pilaris","10/1/2022",2490737,2096978,2072475,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490737&occurrence_status=present","manual",916412,3186.6,2307.6,45.51,-42.39
"AVIBASE-861CBBDA","Tympanuchus phasianellus","Tympanuchus phasianellus","9/24/2022",2473514,46824,46778,NA,"code",44426,3069.2,2419.6,33.77,-31.19
"AVIBASE-0A76713F","Tyrannus couchii","Tyrannus couchii","10/1/2022",5229684,170828,170831,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229684&occurrence_status=present","manual",102706,3124.8,2647.2,39.33,-8.43000000000001
"AVIBASE-097B0525","Tyrannus crassirostris","Tyrannus crassirostris","9/24/2022",5229690,38676,38673,NA,"code",36308,3156.4,2633,42.49,-9.84999999999997
"AVIBASE-6F65F82B","Tyrannus forficatus","Tyrannus forficatus","10/1/2022",5229687,509092,509106,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229687&occurrence_status=present","manual",174771,3163.8,2528.2,43.23,-20.33
"AVIBASE-082D833C","Tyrannus tyrannus","Tyrannus tyrannus","10/1/2022",5229688,2614192,2614166,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229688&occurrence_status=present","manual",1344848,3173.4,2390.8,44.1900000000001,-34.07
"AVIBASE-2281F1C7","Tyrannus verticalis","Tyrannus verticalis","10/1/2022",5229675,987388,987337,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229675&occurrence_status=present","manual",328992,3178.4,2509.4,44.6900000000001,-22.21
"AVIBASE-178B8955","Tyrannus vociferans","Tyrannus vociferans","10/1/2022",5229681,496990,497018,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229681&occurrence_status=present","manual",449636,3174.4,2561,44.29,-17.05
"AVIBASE-83F326C8","Vermivora chrysoptera","Vermivora chrysoptera","10/1/2022",5230811,168644,168635,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5230811&occurrence_status=present","manual",83967,3120.6,2497.2,38.91,-23.43
"AVIBASE-B617FE7D","Vermivora cyanoptera","Vermivora cyanoptera","10/1/2022",6093846,382767,382759,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093846&occurrence_status=present","manual",165013,3132.2,2552.8,40.07,-17.8699999999999
"AVIBASE-F57ECDC5","Vireo altiloquus","Vireo altiloquus","9/24/2022",2487463,54811,54748,NA,"code",29605,3081,2764.8,34.95,3.33000000000004
"AVIBASE-DEFD8414","Vireo atricapilla","Vireo atricapilla","9/24/2022",2487438,20004,19999,NA,"code",19366,3106.2,2656.8,37.47,-7.46999999999997
"AVIBASE-C3168495","Vireo bellii","Vireo bellii","10/1/2022",2487441,271588,271558,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487441&occurrence_status=present","manual",202315,3166.6,2579.8,43.51,-15.17
"AVIBASE-EB0CD5DC","Vireo cassinii","Vireo cassinii","10/1/2022",9552291,204751,204576,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9552291&occurrence_status=present","manual",83643,3170.2,2511.8,43.87,-21.97
"AVIBASE-F8DDF6A6","Vireo flavifrons","Vireo flavifrons","10/1/2022",2487453,780499,780477,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487453&occurrence_status=present","manual",545195,3153.6,2526.4,42.21,-20.51
"AVIBASE-66AA469C","Vireo gilvus","Vireo gilvus","10/1/2022",2487446,2171332,2171027,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487446&occurrence_status=present","manual",1042479,3180.2,2437.4,44.87,-29.41
"AVIBASE-D97F93CC","Vireo griseus","Vireo griseus","10/1/2022",2487413,1543075,1543017,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487413&occurrence_status=present","manual",760000,3141.6,2544.2,41.01,-18.73
"AVIBASE-1BDF5C00","Vireo huttoni","Vireo huttoni","10/1/2022",9722986,446492,446376,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9722986&occurrence_status=present","manual",36716,3153,2623,42.15,-10.85
"AVIBASE-847717E2","Vireo olivaceus","Vireo olivaceus","10/1/2022",2487430,3558168,3558138,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487430&occurrence_status=present","manual",1143000,3163,2439.4,43.15,-29.21
"AVIBASE-447A1BA5","Vireo philadelphicus","Vireo philadelphicus","10/1/2022",2487408,235873,235874,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487408&occurrence_status=present","manual",123587,3124.6,2455.6,39.31,-27.59
"AVIBASE-1BB9C864","Vireo plumbeus","Vireo plumbeus","10/1/2022",9353154,164951,164827,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9353154&occurrence_status=present","manual",116104,3170.2,2514,43.87,-21.75
"AVIBASE-95DB0943","Vireo solitarius","Vireo solitarius","10/1/2022",2487456,1079156,1079140,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487456&occurrence_status=present","manual",467229,3131.4,2439.8,39.99,-29.17
"AVIBASE-48DBE76D","Vireo vicinior","Vireo vicinior","9/24/2022",2487411,17438,17412,NA,"code",16801,3152.4,2546.4,42.09,-18.51
"AVIBASE-3E2D0C9B","Xanthocephalus xanthocephalus","Xanthocephalus xanthocephalus","10/1/2022",2484195,569351,569313,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484195&occurrence_status=present","manual",418359,3183,2432.6,45.15,-29.89
"AVIBASE-BFBC73AF","Zenaida asiatica","Zenaida asiatica","10/1/2022",2495370,1967727,1967778,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495370&occurrence_status=present","manual",950935,3170.2,2505.8,43.87,-22.57
"AVIBASE-00124D98","Zenaida macroura","Zenaida macroura","10/1/2022",2495347,17442293,17442428,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495347&occurrence_status=present","manual",8109344,3183,2449.6,45.15,-28.19
"AVIBASE-39BD9FF2","Zonotrichia albicollis","Zonotrichia albicollis","10/1/2022",5231140,5934785,5934778,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231140&occurrence_status=present","manual",2890990,3172.4,2380,44.09,-35.15
"AVIBASE-BD61BDEC","Zonotrichia atricapilla","Zonotrichia atricapilla","10/1/2022",5231138,1174623,1174563,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231138&occurrence_status=present","manual",795106,3173.8,2400.6,44.23,-33.09
"AVIBASE-8601A467","Zonotrichia leucophrys","Zonotrichia leucophrys","10/1/2022",5231132,4296748,4296647,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231132&occurrence_status=present","manual",2173239,3183,2350.4,45.15,-38.11
