Avibase.ID,spname,Species,gbif_dwnld_date,gbif_TaxonKey,maxrecords_in_gbif,maxrecords_PRESENT_only,comments,gbif_dwnld_type
AVIBASE-BDBB04D5,Strix varia,Strix varia,10/1/2022,2497541,815794,815800,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2497541&occurrence_status=present,manual
AVIBASE-27410227,Sturnella magna,Sturnella magna,10/1/2022,2484254,1651629,1651576,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484254&occurrence_status=present,manual
AVIBASE-4A5B4883,Sturnella magna / neglecta,Sturnella neglecta,10/1/2022,9596413,1565966,1565924,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9596413&occurrence_status=present,manual
AVIBASE-4A5B4883,Sturnella neglecta,Sturnella neglecta,10/1/2022,9596413,1565966,1565924,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9596413&occurrence_status=present,manual
AVIBASE-94A44032,Sturnus vulgaris,Sturnus vulgaris,10/1/2022,9809229,17977036,17950946,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9809229&occurrence_status=present,manual
AVIBASE-61F9065B,Sylvia atricapilla,Sylvia atricapilla,10/1/2022,2492956,3879767,3874682,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492956&occurrence_status=present,manual
AVIBASE-A6A4FC63,Sylvia borin,Sylvia borin,10/1/2022,2492942,1176957,1177948,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492942&occurrence_status=present,manual
AVIBASE-14AFBA82,Sylvia communis,Sylvia communis,10/1/2022,2492943,1433616,1426739,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492943&occurrence_status=present,manual
AVIBASE-BBA2F9DF,Tachycineta bicolor,Tachycineta bicolor,10/1/2022,2489181,5510698,5510591,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489181&occurrence_status=present,manual
AVIBASE-75DC49AD,Tachycineta thalassina,Tachycineta thalassina,10/1/2022,5230754,1167413,1167351,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5230754&occurrence_status=present,manual
AVIBASE-719935EF,Thalasseus maximus,Thalasseus maximus,10/1/2022,5789281,876747,876208,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789281&occurrence_status=present,manual
AVIBASE-603194D3,Thryomanes bewickii,Thryomanes bewickii,10/1/2022,2493843,2088615,2088584,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493843&occurrence_status=present,manual
AVIBASE-0B70AD86,Thryothorus ludovicianus,Thryothorus ludovicianus,10/1/2022,2493801,7635694,7635710,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493801&occurrence_status=present,manual
AVIBASE-E866F8FA,Toxostoma bendirei,Toxostoma bendirei,9/24/2022,5231697,15283,15274,NA,code
AVIBASE-F4EE41F5,Toxostoma crissale,Toxostoma crissale,9/24/2022,5231693,67991,67964,NA,code
AVIBASE-033B53E6,Toxostoma curvirostre,Toxostoma curvirostre,10/1/2022,5231688,548905,548903,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231688&occurrence_status=present,manual
AVIBASE-6DF504ED,Toxostoma lecontei,Toxostoma lecontei,9/24/2022,5231703,14323,14310,NA,code
AVIBASE-6CB9F53A,Toxostoma longirostre,Toxostoma longirostre,10/1/2022,5231710,131654,131652,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231710&occurrence_status=present,manual
AVIBASE-20748450,Toxostoma redivivum,Toxostoma redivivum,10/1/2022,5231713,241773,241791,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231713&occurrence_status=present,manual
AVIBASE-C8F9F2D0,Toxostoma rufum,Toxostoma rufum,10/1/2022,9479809,2349248,2349225,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9479809&occurrence_status=present,manual
AVIBASE-2C7A2673,Tringa flavipes,Tringa flavipes,10/1/2022,2481721,1447414,1446817,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481721&occurrence_status=present,manual
AVIBASE-6EB81C98,Tringa melanoleuca,Tringa melanoleuca,10/1/2022,2481720,2187839,2187466,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481720&occurrence_status=present,manual
AVIBASE-E7A14E91,Tringa semipalmata,Tringa semipalmata,10/1/2022,5789298,1351572,1351143,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789298&occurrence_status=present,manual
AVIBASE-D4A73324,Tringa solitaria,Tringa solitaria,10/1/2022,2481710,749662,749615,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481710&occurrence_status=present,manual
AVIBASE-A381417F,Troglodytes aedon,Troglodytes aedon,10/1/2022,5231459,4977052,4976676,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231459&occurrence_status=present,manual
AVIBASE-C757BD95,Troglodytes hiemalis,Troglodytes hiemalis,10/1/2022,7340825,756164,756160,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7340825&occurrence_status=present,manual
AVIBASE-CF5B7A9D,Troglodytes pacificus,Troglodytes pacificus,10/1/2022,9533566,558892,558822,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9533566&occurrence_status=present,manual
AVIBASE-AF700208,Troglodytes troglodytes,Troglodytes troglodytes,10/1/2022,5231438,3374982,3359618,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231438&occurrence_status=present,manual
AVIBASE-A8A85BCF,Turdus iliacus,Turdus iliacus,10/1/2022,2490781,1439478,1418766,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490781&occurrence_status=present,manual
AVIBASE-88BB4F2A,Turdus merula,Turdus merula,10/1/2022,2490719,7639354,7628137,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490719&occurrence_status=present,manual
AVIBASE-7738F2BC,Turdus migratorius,Turdus migratorius,10/1/2022,9510564,18211466,18211231,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9510564&occurrence_status=present,manual
AVIBASE-D929EB21,Turdus philomelos,Turdus philomelos,10/1/2022,7901064,2796187,2775265,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7901064&occurrence_status=present,manual
AVIBASE-D120D5A0,Turdus pilaris,Turdus pilaris,10/1/2022,2490737,2096978,2072475,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490737&occurrence_status=present,manual
AVIBASE-861CBBDA,Tympanuchus phasianellus,Tympanuchus phasianellus,9/24/2022,2473514,46824,46778,NA,code
AVIBASE-0A76713F,Tyrannus couchii,Tyrannus couchii,10/1/2022,5229684,170828,170831,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229684&occurrence_status=present,manual
AVIBASE-097B0525,Tyrannus crassirostris,Tyrannus crassirostris,9/24/2022,5229690,38676,38673,NA,code
AVIBASE-6F65F82B,Tyrannus forficatus,Tyrannus forficatus,10/1/2022,5229687,509092,509106,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229687&occurrence_status=present,manual
AVIBASE-082D833C,Tyrannus tyrannus,Tyrannus tyrannus,10/1/2022,5229688,2614192,2614166,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229688&occurrence_status=present,manual
AVIBASE-2281F1C7,Tyrannus verticalis,Tyrannus verticalis,10/1/2022,5229675,987388,987337,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229675&occurrence_status=present,manual
AVIBASE-178B8955,Tyrannus vociferans,Tyrannus vociferans,10/1/2022,5229681,496990,497018,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229681&occurrence_status=present,manual
AVIBASE-83F326C8,Vermivora chrysoptera,Vermivora chrysoptera,10/1/2022,5230811,168644,168635,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5230811&occurrence_status=present,manual
AVIBASE-B617FE7D,Vermivora cyanoptera,Vermivora cyanoptera,10/1/2022,6093846,382767,382759,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093846&occurrence_status=present,manual
AVIBASE-F57ECDC5,Vireo altiloquus,Vireo altiloquus,9/24/2022,2487463,54811,54748,NA,code
AVIBASE-DEFD8414,Vireo atricapilla,Vireo atricapilla,9/24/2022,2487438,20004,19999,NA,code
AVIBASE-C3168495,Vireo bellii,Vireo bellii,10/1/2022,2487441,271588,271558,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487441&occurrence_status=present,manual
AVIBASE-EB0CD5DC,Vireo cassinii,Vireo cassinii,10/1/2022,9552291,204751,204576,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9552291&occurrence_status=present,manual
AVIBASE-F8DDF6A6,Vireo flavifrons,Vireo flavifrons,10/1/2022,2487453,780499,780477,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487453&occurrence_status=present,manual
AVIBASE-66AA469C,Vireo gilvus,Vireo gilvus,10/1/2022,2487446,2171332,2171027,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487446&occurrence_status=present,manual
AVIBASE-D97F93CC,Vireo griseus,Vireo griseus,10/1/2022,2487413,1543075,1543017,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487413&occurrence_status=present,manual
AVIBASE-1BDF5C00,Vireo huttoni,Vireo huttoni,10/1/2022,9722986,446492,446376,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9722986&occurrence_status=present,manual
AVIBASE-847717E2,Vireo olivaceus,Vireo olivaceus,10/1/2022,2487430,3558168,3558138,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487430&occurrence_status=present,manual
AVIBASE-447A1BA5,Vireo philadelphicus,Vireo philadelphicus,10/1/2022,2487408,235873,235874,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487408&occurrence_status=present,manual
AVIBASE-1BB9C864,Vireo plumbeus,Vireo plumbeus,10/1/2022,9353154,164951,164827,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9353154&occurrence_status=present,manual
AVIBASE-95DB0943,Vireo solitarius,Vireo solitarius,10/1/2022,2487456,1079156,1079140,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487456&occurrence_status=present,manual
AVIBASE-48DBE76D,Vireo vicinior,Vireo vicinior,9/24/2022,2487411,17438,17412,NA,code
AVIBASE-7E327303,Woodpecker sp.,Melanerpes formicivorus,9/24/2022,2478133,1102189,1102117,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2478133&occurrence_status=present,manual
AVIBASE-3E2D0C9B,Xanthocephalus xanthocephalus,Xanthocephalus xanthocephalus,10/1/2022,2484195,569351,569313,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484195&occurrence_status=present,manual
AVIBASE-BFBC73AF,Zenaida asiatica,Zenaida asiatica,10/1/2022,2495370,1967727,1967778,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495370&occurrence_status=present,manual
AVIBASE-00124D98,Zenaida macroura,Zenaida macroura,10/1/2022,2495347,17442293,17442428,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495347&occurrence_status=present,manual
AVIBASE-39BD9FF2,Zonotrichia albicollis,Zonotrichia albicollis,10/1/2022,5231140,5934785,5934778,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231140&occurrence_status=present,manual
AVIBASE-BD61BDEC,Zonotrichia atricapilla,Zonotrichia atricapilla,10/1/2022,5231138,1174623,1174563,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231138&occurrence_status=present,manual
AVIBASE-8601A467,Zonotrichia leucophrys,Zonotrichia leucophrys,10/1/2022,5231132,4296748,4296647,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231132&occurrence_status=present,manual
