Avibase.ID,spname,Species,gbif_dwnld_date,gbif_TaxonKey,maxrecords_in_gbif,maxrecords_PRESENT_only,comments,gbif_dwnld_type
AVIBASE-3AC46C54,Phalacrocorax sp.,Phalacrocorax auritus,9/29/2022,2481875,6757122,6756570,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481875&occurrence_status=present,manual
AVIBASE-D621FFC6,Phalaenoptilus nuttallii,Phalaenoptilus nuttallii,9/24/2022,2497062,68845,68808,NA,code
AVIBASE-667C6969,Phalaropus tricolor,Phalaropus tricolor,9/29/2022,5229389,352326,351751,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229389&occurrence_status=present,manual
AVIBASE-2FA39DCD,Phasianus colchicus,Phasianus colchicus,9/29/2022,9752149,2092099,2081825,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9752149&occurrence_status=present,manual
AVIBASE-7C2FCB13,Pheucticus ludovicianus,Pheucticus ludovicianus,9/29/2022,2490494,1782038,1781921,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490494&occurrence_status=present,manual
AVIBASE-824361E5,Pheucticus melanocephalus,Pheucticus melanocephalus,9/29/2022,2490487,987985,987510,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490487&occurrence_status=present,manual
AVIBASE-2DABF98F,Philomachus pugnax,Philomachus pugnax,9/29/2022,5229387,920141,917666,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229387&occurrence_status=present,manual
AVIBASE-06DD9D95,Phoenicurus phoenicurus,Phoenicurus phoenicurus,9/29/2022,5739317,1139771,1088885,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5739317&occurrence_status=present,manual
AVIBASE-ECFC7E6C,Phylloscopus borealis,Phylloscopus borealis,9/24/2022,2493071,56860,54302,NA,code
AVIBASE-88F4B969,Phylloscopus trochilus,Phylloscopus trochilus,9/29/2022,2493052,3912912,3902014,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493052&occurrence_status=present,manual
AVIBASE-640D71AA,Pica hudsonia,Pica hudsonia,9/29/2022,5229487,1693819,1693781,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229487&occurrence_status=present,manual
AVIBASE-538A9CA7,Pica nuttalli,Pica nuttalli,9/24/2022,5229489,93523,93518,NA,code
AVIBASE-6BDADC9C,Picoides arcticus,Picoides arcticus,9/24/2022,2477774,58734,58700,NA,code
AVIBASE-1B2A6386,Picoides pubescens,Picoides pubescens,9/24/2022,2477781,281621,281589,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2477781&occurrence_status=present,manual
AVIBASE-9D06AF89,Picoides villosus,Picoides villosus,9/24/2022,2477741,109292,109255,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2477741&occurrence_status=present,manual
AVIBASE-83AC4DAD,Pinicola enucleator,Pinicola enucleator,9/29/2022,2494771,377051,374361,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494771&occurrence_status=present,manual
AVIBASE-45D829B3,Pipilo chlorurus,Pipilo chlorurus,9/29/2022,2491276,257133,257031,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491276&occurrence_status=present,manual
AVIBASE-6090278A,Pipilo erythrophthalmus,Pipilo erythrophthalmus,9/29/2022,2491205,3469561,3469444,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491205&occurrence_status=present,manual
AVIBASE-58E25701,Pipilo maculatus,Pipilo maculatus,9/29/2022,9709230,3014335,3013747,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9709230&occurrence_status=present,manual
AVIBASE-6AA879E6,Piranga flava,Piranga flava,9/29/2022,2488498,147923,147798,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2488498&occurrence_status=present,manual
AVIBASE-0ADA5F17,Piranga ludoviciana,Piranga ludoviciana,9/29/2022,2488484,912014,911472,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2488484&occurrence_status=present,manual
AVIBASE-42101632,Piranga olivacea,Piranga olivacea,9/29/2022,2488517,1207430,1207364,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2488517&occurrence_status=present,manual
AVIBASE-891798D9,Piranga rubra,Piranga rubra,9/29/2022,2488485,1139896,1139819,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2488485&occurrence_status=present,manual
AVIBASE-9C883C7B,Pitangus sulphuratus,Pitangus sulphuratus,9/29/2022,2482755,1397143,1397095,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482755&occurrence_status=present,manual
AVIBASE-FD2B0309,Plegadis chihi,Plegadis chihi,9/29/2022,9375033,567829,567805,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9375033&occurrence_status=present,manual
AVIBASE-D4540F88,Plegadis falcinellus,Plegadis falcinellus,9/29/2022,2480773,864992,862262,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480773&occurrence_status=present,manual
AVIBASE-FD2B0309,Plegadis falcinellus / chihi,Plegadis chihi,9/29/2022,9375033,567829,567805,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9375033&occurrence_status=present,manual
AVIBASE-25A20BA6,Pluvialis apricaria,Pluvialis apricaria,9/29/2022,2480332,737401,723370,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480332&occurrence_status=present,manual
AVIBASE-2143A852,Pluvialis dominica,Pluvialis dominica,9/29/2022,2480328,193686,192871,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480328&occurrence_status=present,manual
AVIBASE-88F4B969,Plylloscopus trochilus,Phylloscopus trochilus,10/15/2022,2493052,3921164,3905097,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493052&occurrence_status=present,manual
AVIBASE-1CBD2CED,Podiceps grisegena,Podiceps grisegena,9/29/2022,2482051,831212,828712,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482051&occurrence_status=present,manual
AVIBASE-32DCEC14,Podiceps nigricollis,Podiceps nigricollis,9/29/2022,2482065,981414,979164,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482065&occurrence_status=present,manual
AVIBASE-9A8E55D0,Podilymbus podiceps,Podilymbus podiceps,9/29/2022,2482077,3507182,3507097,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2482077&occurrence_status=present,manual
AVIBASE-B1F0CC82,Poecile atricapillus,Poecile atricapillus,9/29/2022,2487805,11915794,11915647,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487805&occurrence_status=present,manual
AVIBASE-F941AAD3,Poecile carolinensis,Poecile carolinensis,9/29/2022,2487844,5399545,5399507,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487844&occurrence_status=present,manual
AVIBASE-DE0971C1,Poecile gambeli,Poecile gambeli,9/29/2022,2487825,918400,917781,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487825&occurrence_status=present,manual
AVIBASE-68887DE7,Poecile hudsonicus,Poecile hudsonicus,9/29/2022,2487793,202048,202014,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487793&occurrence_status=present,manual
AVIBASE-FF592882,Poecile rufescens,Poecile rufescens,9/29/2022,2487783,1308993,1308919,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487783&occurrence_status=present,manual
AVIBASE-B1F0CC82,Poecile sp.,Poecile atricapillus,9/29/2022,2487805,11915794,11915647,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487805&occurrence_status=present,manual
AVIBASE-A15C5071,Polioptila caerulea,Polioptila caerulea,9/29/2022,2487596,3467961,3467794,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487596&occurrence_status=present,manual
AVIBASE-C05CE29C,Polioptila melanura,Polioptila melanura,9/30/2022,2487586,183770,183704,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487586&occurrence_status=present,manual
AVIBASE-3647E146,Pooecetes gramineus,Pooecetes gramineus,9/30/2022,2491728,638935,638815,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491728&occurrence_status=present,manual
AVIBASE-2CC21529,Porzana carolina,Porzana carolina,9/30/2022,2474639,649123,649045,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2474639&occurrence_status=present,manual
AVIBASE-ACB9D1C6,Progne subis,Progne subis,9/30/2022,2489129,1382221,1382170,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489129&occurrence_status=present,manual
AVIBASE-4D08EE7E,Protonotaria citrea,Protonotaria citrea,9/30/2022,2489871,406082,406040,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489871&occurrence_status=present,manual
AVIBASE-26530C86,Prunella modularis,Prunella modularis,9/30/2022,5231763,2454347,2443622,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231763&occurrence_status=present,manual
AVIBASE-AE37ED4D,Psaltriparus minimus,Psaltriparus minimus,9/30/2022,2494988,1636445,1636094,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494988&occurrence_status=present,manual
AVIBASE-1456993D,Pyrocephalus rubinus,Pyrocephalus rubinus,9/30/2022,2483647,659931,659895,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2483647&occurrence_status=present,manual
AVIBASE-EF47E15D,Quiscalus major,Quiscalus major,9/30/2022,2484133,972092,972043,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484133&occurrence_status=present,manual
AVIBASE-5CBA3391,Quiscalus mexicanus,Quiscalus mexicanus,9/30/2022,9476062,2305754,2305625,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9476062&occurrence_status=present,manual
AVIBASE-8BBB3255,Quiscalus quiscula,Quiscalus quiscula,9/30/2022,2484155,7874720,7874606,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484155&occurrence_status=present,manual
AVIBASE-E893F98D,Rallus crepitans,Rallus crepitans,9/30/2022,7751637,260947,260465,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7751637&occurrence_status=present,manual
AVIBASE-4880DC55,Rallus limicola,Rallus limicola,9/30/2022,2474825,460189,460121,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2474825&occurrence_status=present,manual
AVIBASE-8EB0C1FA,Recurvirostra americana,Recurvirostra americana,9/30/2022,2480258,755058,755006,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2480258&occurrence_status=present,manual
AVIBASE-B60B1166,Regulus calendula,Regulus calendula,9/30/2022,2484597,4711435,4711151,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484597&occurrence_status=present,manual
AVIBASE-154BCCAE,Regulus satrapa,Regulus satrapa,10/3/2022,2484591,2221810,2221460,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484591&occurrence_status=present,manual
AVIBASE-61E5A0E3,Rhynchophanes mccownii,Rhynchophanes mccownii,9/24/2022,6093927,21197,21182,NA,code
AVIBASE-94A1C447,Riparia riparia,Riparia riparia,9/30/2022,2489160,1664042,1662203,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489160&occurrence_status=present,manual
AVIBASE-FB4D08F0,Rissa tridactyla,Rissa tridactyla,9/30/2022,2481205,603189,600300,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481205&occurrence_status=present,manual
AVIBASE-88AB027C,Rynchops niger,Rynchops niger,9/30/2022,2481209,405603,405029,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481209&occurrence_status=present,manual
AVIBASE-76DF73A9,Salpinctes obsoletus,Salpinctes obsoletus,9/30/2022,5231483,340053,339959,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231483&occurrence_status=present,manual
AVIBASE-B182DED2,Sayornis nigricans,Sayornis nigricans,9/30/2022,2483612,2378202,2378146,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2483612&occurrence_status=present,manual
AVIBASE-62CA2AF8,Sayornis phoebe,Sayornis phoebe,9/30/2022,2483606,4634124,4634072,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2483606&occurrence_status=present,manual
AVIBASE-28669A3D,Sayornis saya,Sayornis saya,9/30/2022,2483607,1154296,1154230,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2483607&occurrence_status=present,manual
AVIBASE-F4829920,Scolopax minor,Scolopax minor,9/30/2022,2481695,285440,285395,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2481695&occurrence_status=present,manual
AVIBASE-CEA5B6AA,Seiurus aurocapilla,Seiurus aurocapilla,9/30/2022,2489590,1797262,1797118,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489590&occurrence_status=present,manual
AVIBASE-7AB0F3A4,Seiurus motacilla,Seiurus motacilla,9/24/2022,2489589,1705,1676,NA,code
AVIBASE-5816834E,Selasphorus calliope,Selasphorus calliope,9/30/2022,7597244,129751,129733,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7597244&occurrence_status=present,manual
AVIBASE-AFBD5A5F,Selasphorus platycercus,Selasphorus platycercus,9/30/2022,2476844,391453,391382,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2476844&occurrence_status=present,manual
AVIBASE-1E1B6D19,Selasphorus rufus,Selasphorus rufus,9/30/2022,2476855,650416,650315,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2476855&occurrence_status=present,manual
AVIBASE-C25794D5,Selasphorus sasin,Selasphorus sasin,9/30/2022,2476852,438151,438138,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2476852&occurrence_status=present,manual
AVIBASE-41062654,Setophaga americana,Setophaga americana,9/30/2022,6093345,1847271,1847229,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093345&occurrence_status=present,manual
AVIBASE-67B455A7,Setophaga caerulescens,Setophaga caerulescens,9/30/2022,7341828,802118,802074,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341828&occurrence_status=present,manual
AVIBASE-10C601D3,Setophaga castanea,Setophaga castanea,9/30/2022,6093202,415815,415771,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093202&occurrence_status=present,manual
AVIBASE-D00EC2C9,Setophaga cerulea,Setophaga cerulea,9/30/2022,6093350,136567,136551,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093350&occurrence_status=present,manual
AVIBASE-15EB3000,Setophaga citrina,Setophaga citrina,9/30/2022,6093374,572096,572038,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093374&occurrence_status=present,manual
AVIBASE-BC5A9498,Setophaga coronata,Setophaga coronata,9/30/2022,7341805,7707368,7707230,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341805&occurrence_status=present,manual
AVIBASE-631CB970,Setophaga coronata audoboni,Setophaga coronata auduboni,9/24/2022,6542061,11734,11726,NA,code
AVIBASE-524C7116,Setophaga coronata coronata,Setophaga coronata coronata,9/24/2022,7341806,8394,8392,NA,code
AVIBASE-E36325FA,Setophaga discolor,Setophaga discolor,9/30/2022,7341789,578726,578282,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341789&occurrence_status=present,manual
AVIBASE-136451CF,Setophaga dominica,Setophaga dominica,9/30/2022,7341800,605052,605030,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341800&occurrence_status=present,manual
AVIBASE-4168AF09,Setophaga fusca,Setophaga fusca,9/30/2022,6093199,746928,746873,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093199&occurrence_status=present,manual
AVIBASE-946DCF53,Setophaga graciae,Setophaga graciae,9/24/2022,7341776,76623,76496,NA,code
AVIBASE-1E82CE1E,Setophaga magnolia,Setophaga magnolia,9/30/2022,6093209,1280105,1280023,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093209&occurrence_status=present,manual
AVIBASE-6B7A93C5,Setophaga nigrescens,Setophaga nigrescens,9/30/2022,7341770,387885,387714,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341770&occurrence_status=present,manual
AVIBASE-0EB07C12,Setophaga occidentalis,Setophaga occidentalis,9/30/2022,6092644,147404,147369,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092644&occurrence_status=present,manual
AVIBASE-4AAEF549,Setophaga palmarum,Setophaga palmarum,9/30/2022,7341822,1802193,1801736,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341822&occurrence_status=present,manual
AVIBASE-7AB1229B,Setophaga pensylvanica,Setophaga pensylvanica,9/30/2022,6092942,1238082,1238016,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092942&occurrence_status=present,manual
AVIBASE-A6C0C4A9,Setophaga petechia,Setophaga petechia,9/30/2022,7341834,4353769,4353049,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341834&occurrence_status=present,manual
AVIBASE-6283E61E,Setophaga pinus,Setophaga pinus,9/30/2022,7341816,1823843,1823816,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341816&occurrence_status=present,manual
AVIBASE-BED38F50,Setophaga ruticilla,Setophaga ruticilla,9/30/2022,2489985,2530451,2530332,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489985&occurrence_status=present,manual
AVIBASE-544A5E6B,Setophaga striata,Setophaga striata,9/30/2022,6092935,724781,724686,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092935&occurrence_status=present,manual
AVIBASE-DB20CB6B,Setophaga tigrina,Setophaga tigrina,9/30/2022,6093357,435397,435373,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093357&occurrence_status=present,manual
AVIBASE-F6C6C3F7,Setophaga townsendi,Setophaga townsendi,9/30/2022,6092651,601085,600974,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092651&occurrence_status=present,manual
AVIBASE-9FFEDE99,Setophaga virens,Setophaga virens,9/30/2022,6092631,1406154,1406091,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092631&occurrence_status=present,manual
AVIBASE-97B870B4,Sialia currucoides,Sialia currucoides,9/30/2022,2490935,380949,380825,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490935&occurrence_status=present,manual
AVIBASE-AC2B812A,Sialia mexicana,Sialia mexicana,9/30/2022,2490936,1018548,1018446,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490936&occurrence_status=present,manual
AVIBASE-A8347C7D,Sialia sialis,Sialia sialis,9/30/2022,2490941,4893981,4893906,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490941&occurrence_status=present,manual
AVIBASE-0716A71C,Sitta canadensis,Sitta canadensis,9/30/2022,2484879,3792319,3791959,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484879&occurrence_status=present,manual
AVIBASE-19CCBBD2,Sitta carolinensis,Sitta carolinensis,9/30/2022,2484892,8983078,8982803,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484892&occurrence_status=present,manual
AVIBASE-AD7F307B,Sitta pusilla,Sitta pusilla,9/30/2022,2484904,658278,658266,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484904&occurrence_status=present,manual
AVIBASE-BD0914CB,Sitta pygmaea,Sitta pygmaea,9/30/2022,2484907,475401,475153,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484907&occurrence_status=present,manual
AVIBASE-B77377EE,Somateria mollissima,Somateria mollissima,9/30/2022,2498352,1926593,1923001,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2498352&occurrence_status=present,manual
AVIBASE-ED4CE8E7,Spatula clypeata,Spatula clypeata,9/30/2022,8332393,3953797,3953217,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8332393&occurrence_status=present,manual
AVIBASE-0E599E6C,Spatula cyanoptera,Spatula cyanoptera,9/30/2022,9345027,767651,767624,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9345027&occurrence_status=present,manual
AVIBASE-90E2543E,Spatula discors,Spatula discors,9/30/2022,9422220,1963792,1963757,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9422220&occurrence_status=present,manual
AVIBASE-20F4B01D,Sphyrapicus nuchalis,Sphyrapicus nuchalis,9/30/2022,9406038,183365,183275,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9406038&occurrence_status=present,manual
AVIBASE-52F63879,Sphyrapicus ruber,Sphyrapicus ruber,9/30/2022,2478597,309866,309808,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2478597&occurrence_status=present,manual
AVIBASE-20F4B01D,Sphyrapicus sp.,Sphyrapicus nuchalis,9/30/2022,9406038,183365,183275,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9406038&occurrence_status=present,manual
AVIBASE-28A4DA76,Sphyrapicus thyroideus,Sphyrapicus thyroideus,9/24/2022,2478602,61693,61629,NA,code
AVIBASE-9BE68BD3,Sphyrapicus varius,Sphyrapicus varius,9/30/2022,2478605,1749393,1749314,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2478605&occurrence_status=present,manual
AVIBASE-C27D9E26,Spinus lawrencei,Spinus lawrencei,9/24/2022,5231643,77971,77958,NA,code
AVIBASE-B48335B1,Spinus pinus,Spinus pinus,9/30/2022,5231635,2512026,2511830,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231635&occurrence_status=present,manual
AVIBASE-CD5C21CA,Spinus psaltria,Spinus psaltria,9/30/2022,5231647,2561441,2561336,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231647&occurrence_status=present,manual
AVIBASE-C9ABA616,Spinus tristis,Spinus tristis,9/24/2022,5231640,13001776,13001683,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231640&occurrence_status=present,manual
AVIBASE-592E58CE,Spiza americana,Spiza americana,9/30/2022,2490363,453328,453267,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490363&occurrence_status=present,manual
AVIBASE-ECC32BD0,Spizella atrogularis,Spizella atrogularis,9/24/2022,2492104,41811,41765,NA,code
AVIBASE-29967541,Spizella breweri,Spizella breweri,9/30/2022,2492099,243613,243507,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492099&occurrence_status=present,manual
AVIBASE-486265CF,Spizella pallida,Spizella pallida,9/30/2022,2492101,399376,399346,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492101&occurrence_status=present,manual
AVIBASE-37E9CCDA,Spizella passerina,Spizella passerina,9/30/2022,2492109,5734091,5733742,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492109&occurrence_status=present,manual
AVIBASE-E23F6DE0,Spizella pusilla,Spizella pusilla,9/30/2022,2492096,1972618,1972593,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492096&occurrence_status=present,manual
AVIBASE-2A86F9C9,Spizelloides arborea,Spizelloides arborea,9/30/2022,7357320,1566847,1566796,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7357320&occurrence_status=present,manual
AVIBASE-259B5E46,Stelgidopteryx serripennis,Stelgidopteryx serripennis,9/30/2022,2489202,2145704,2145658,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489202&occurrence_status=present,manual
AVIBASE-1D446440,Stercorarius longicaudus,Stercorarius longicaudus,9/24/2022,2481613,99189,96350,NA,code
AVIBASE-526978C4,Sterna bergii,Sterna bergii,9/24/2022,5229248,22802,22778,NA,code
AVIBASE-BC06BC0D,Sterna caspia,Sterna caspia,9/24/2022,5229221,10524,7894,NA,code
AVIBASE-D13B9122,Sterna forsteri,Sterna forsteri,9/30/2022,5229247,1160217,1160183,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229247&occurrence_status=present,manual
AVIBASE-4D2FF6F1,Sterna hirundo,Sterna hirundo,9/30/2022,9367409,1878326,1871530,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9367409&occurrence_status=present,manual
AVIBASE-BDC5CF80,Sterna paradisaea,Sterna paradisaea,9/30/2022,5229230,597619,593540,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5229230&occurrence_status=present,manual
AVIBASE-F7504353,Sterna sandvicensis,Sterna sandvicensis,9/24/2022,5229223,53840,51325,NA,code
AVIBASE-BE78E765,Sternula antillarum,Sternula antillarum,10/1/2022,5789285,441993,441914,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789285&occurrence_status=present,manual
AVIBASE-0C1EFC9B,Streptopelia decaocto,Streptopelia decaocto,10/3/2022,2495696,5431814,5415476,https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495696&occurrence_status=present,manual
